motor,6
policy,5
covers,4
cars,1
bikes,1
scooters,1
vehicles,1
against,3
loss,4
due,2
theft,2
physical,1
damage,8
accidents,1
natural,2
manmade,1
calamities,2
liability,3
third,6
party,7
damageinjury,1
comprehensive,1
insurance,16
typically,1
forown,1
od,2
coverage,8
insured,6
vehiclethird,1
tp,2
caused,2
injurydeath,2
propertypersonal,1
accident,2
copassengers,2
driveraddon,1
zero,2
depreciation,3
cover,2
claim,7
bonus,3
protection,3
key,3
replacement,3
roadside,2
assistancethe,1
premium,5
amount,4
decided,2
basis,2
declared,2
value,2
idv,2
vehicle,5
model,2
past,2
history,2
quote,2
buy,2
instantly,2
online,3
own,1
property,1
personal,2
driver,1
addon,1
assistance,3
,2
riot,1
strike,1
fire,1
burglary,1
terrorism,1
act,1
earthquakes,1
landslides,1
flood,1
storm,1
meantime,1
call,2
us,2
calculation,1
instant,1
purchase,6
support,1
days,1
telephone,1
settlement,2
cashless,1
ncb,1
transfer,1
any,9
provider,1
easy,2
inspection,1
service,1
preferred,1
garages,1
addons,1
daily,1
allowance,1
while,1
garage,1
reimbursement,1
return,1
invoice,1
event,1
collision,1
repair,1
glass,1
fibre,1
plastic,1
rubber,1
parts,1
belongings,1
emergency,1
transport,1
hotel,1
expenses,2
engine,1
tyre,1
secure,1
consumable,1
road,1
side,1
youll,1
surprised,1
group,3
bajaj,5
finance,5
ltd,1
fill,1
details,2
page,1
missed,1
touch,1
through,1
process,1
checklist,2
before,2
applykeep,1
ready,1
rc,1
documentprevious,1
detailsdecide,1
what,1
type,1
would,1
buyaddon,1
benefits,3
opt,1
forprocess,1
apply,5
claimsdisclaimer,1
conditions,2
product,6
offered,2
under,2
scheme,2
wherein,2
limited,4
master,2
policyholder,2
provided,2
partner,2
company,2
does,6
underwrite,2
risk,2
irdai,2
corporate,2
agency,2
registration,2
number,2
above,2
mentioned,2
are,2
subject,2
various,2
factors,2
such,2
age,2
lifestyle,2
habits,2
health,2
etc,2
if,2
applicable,2
bfl,4
hold,2
responsibility,2
issuance,2
quality,2
serviceability,2
maintenance,2
claims,2
post,2
sale,2
provides,2
purely,2
voluntary,2
nature,2
compel,2
customers,2
mandatorily,2
products,2
disclaimer,1
eligibility,1
criteria,1
